423110,All-terrain vehicles (ATVs) merchant wholesalers
423110,Ambulance merchant wholesalers
423110,Automobile auction merchant wholesalers
423110,Automobile merchant wholesalers
423110,"Bicycle, motorized, merchant wholesalers"
423110,"Bodies, motor vehicle, merchant wholesalers"
423110,Bus merchant wholesalers
423110,Camping trailer merchant wholesalers
423110,Cargo van merchant wholesalers
423110,"Chassis, motor vehicle, merchant wholesalers"
423110,Minivan merchant wholesalers
423110,Moped merchant wholesalers
423110,Motor home merchant wholesalers
423110,Motor vehicle merchant wholesalers
423110,Motorcycle merchant wholesalers
423110,Recreational vehicle merchant wholesalers
423110,School bus merchant wholesalers
423110,Snowmobile merchant wholesalers
423110,Special purpose highway vehicle merchant wholesalers
423110,Sport utility vehicle merchant wholesalers
423110,Taxicab merchant wholesalers
423110,"Tractors, highway, merchant wholesalers"
423110,"Trailers, motor vehicle, merchant wholesalers"
423110,"Transportation equipment, motor vehicle, merchant wholesalers"
423110,"Travel trailer (e.g., tent trailers) merchant wholesalers"
423110,"Truck tractors, road, merchant wholesalers"
423110,Truck trailer merchant wholesalers
423110,"Trucks, road, merchant wholesalers"
423110,Used car merchant wholesalers
423110,Utility trailer merchant wholesalers
423110,"Vehicles, recreational, merchant wholesalers"
423120,"Aftermarket parts, automotive, merchant wholesalers"
423120,Auto body shop supplies merchant wholesalers
423120,"Automobile accessories (except tires, tubes) merchant wholesalers"
423120,Automobile glass merchant wholesalers
423120,Automobile service station equipment merchant wholesalers
423120,Automotive brakes merchant wholesalers
423120,"Automotive parts, new, merchant wholesalers"
423120,Automotive stampings merchant wholesalers
423120,"Balancing equipment, motor vehicle, merchant wholesalers"
423120,"Batteries, automotive, merchant wholesalers"
423120,"Engine testing equipment, motor vehicle, merchant wholesalers"
423120,"Engines and parts, automotive, new, merchant wholesalers"
423120,Gasoline marketing equipment merchant wholesalers
423120,Gasoline measuring and dispensing pumps merchant wholesalers
423120,Gasoline service station equipment merchant wholesalers
423120,"Generators, motor vehicle electrical, new, merchant wholesalers"
423120,"Glass, automotive, merchant wholesalers"
423120,"Handtools, motor vehicle mechanics', merchant wholesalers"
423120,"Hardware, motor vehicle, merchant wholesalers"
423120,"Hoists, automotive, merchant wholesalers"
423120,Mechanic's tools merchant wholesalers
423120,"Mirrors, automotive, merchant wholesalers"
423120,"Motor vehicle instruments, electric, merchant wholesalers"
423120,"Motor vehicle parts and accessories, new, merchant wholesalers"
423120,"Motorcycle parts, new, merchant wholesalers"
423120,"Mufflers, exhaust, merchant wholesalers"
423120,"Oil filters, automotive, merchant wholesalers"
423120,"Parts, new, motor vehicle, merchant wholesalers"
423120,"Pistons and valves, automotive, merchant wholesalers"
423120,"Pumps (e.g., fuel, oil, power steering, water), automotive, merchant wholesalers"
423120,"Radiators, motor vehicle, merchant wholesalers"
423120,"Seat belts, motor vehicle, merchant wholesalers"
423120,"Seat covers, automotive, merchant wholesalers"
423120,"Shop equipment, service station, merchant wholesalers"
423120,"Testing and measuring equipment, electrical, automotive, merchant wholesalers"
423120,"Tools and equipment, motor vehicle, merchant wholesalers"
423120,"Trailer parts, new, merchant wholesalers"
423120,"Truck parts, new, merchant wholesalers"
423120,"Voltage regulators, motor vehicle, merchant wholesalers"
423120,"Wheels, motor vehicle, new, merchant wholesalers"
423130,Heavy truck tires and tubes merchant wholesalers
423130,Motor vehicle tire and tube merchant wholesalers
423130,Recapped tires merchant wholesalers
423130,Tire and tube repair materials merchant wholesalers
423130,"Tire tubes, motor vehicle, merchant wholesalers"
423130,"Tires, new, motor vehicle, merchant wholesalers"
423130,"Tires, used (except scrap), merchant wholesalers"
423130,"Used tires, motor vehicle, merchant wholesalers"
423140,"Automotive parts, used, merchant wholesalers"
423140,"Generators, motor vehicle electrical, used, merchant wholesalers"
423140,"Junk yards, auto, merchant wholesalers"
423140,"Motor vehicle parts, used, merchant wholesalers"
423140,"Parts, used, motor vehicle, merchant wholesalers"
423140,"Used parts, motor vehicle, merchant wholesalers"
423210,Antique furniture merchant wholesalers
423210,Baby furniture merchant wholesalers
423210,Beds (except hospital) merchant wholesalers
423210,Box springs merchant wholesalers
423210,"Cabinets, kitchen, freestanding, merchant wholesalers"
423210,"Furniture (except drafting tables, hospital beds, medical furniture) merchant wholesalers"
423210,Furniture parts merchant wholesalers
423210,Hotel furniture merchant wholesalers
423210,Household-type furniture merchant wholesalers
423210,Mattresses merchant wholesalers
423210,Office furniture merchant wholesalers
423210,Outdoor furniture merchant wholesalers
423210,Public building furniture merchant wholesalers
423210,Religious furniture merchant wholesalers
423210,Restaurant furniture merchant wholesalers
423210,School furniture merchant wholesalers
423210,Store furniture merchant wholesalers
423210,Theater seats merchant wholesalers
423220,Antique home furnishings merchant wholesalers
423220,Antique houseware merchant wholesalers
423220,Bathroom accessories merchant wholesalers
423220,Blankets (except electric) merchant wholesalers
423220,"Blinds and shades, window, merchant wholesalers"
423220,"Brooms and brushes, household-type, merchant wholesalers"
423220,Carpet merchant wholesalers
423220,Ceramic wall (except structural) and floor tile merchant wholesalers
423220,"Chinaware, household-type, merchant wholesalers"
423220,Closet accessories merchant wholesalers
423220,"Containers, household (except paper and disposable plastics), merchant wholesalers"
423220,"Cooking utensils, household-type, merchant wholesalers"
423220,"Cups, plastics (except disposable), merchant wholesalers"
423220,Curtains merchant wholesalers
423220,"Dishes, household-type (except disposable plastics, paper), merchant wholesalers"
423220,Draperies merchant wholesalers
423220,"Fireplaces, prefabricated (except gas), merchant wholesalers"
423220,"Flatware (except plated, precious) merchant wholesalers"
423220,Floor coverings merchant wholesalers
423220,Frames and pictures merchant wholesalers
423220,Furniture coverings and protectors merchant wholesalers
423220,"Glassware, household-type, merchant wholesalers"
423220,Hollowware (except precious metal) merchant wholesalers
423220,Home furnishings merchant wholesalers
423220,Housewares (except electric) merchant wholesalers
423220,Ironing boards merchant wholesalers
423220,"Kitchen utensils, household-type, merchant wholesalers"
423220,"Lamps (i.e., lighting fixtures) merchant wholesalers"
423220,"Linens (e.g., bath, bed, table) merchant wholesalers"
423220,Mirrors (except automotive) merchant wholesalers
423220,"Mops, household, merchant wholesalers"
423220,Napkins (except paper) merchant wholesalers
423220,Rugs merchant wholesalers
423220,Slipcovers merchant wholesalers
423220,"Tableware (except disposable, plated, precious) merchant wholesalers"
423220,Towels and washcloths merchant wholesalers
423220,Window shades and blinds merchant wholesalers
423310,"Building board (e.g., fiber, flake, particle) merchant wholesalers"
423310,"Buildings, prefabricated wood, merchant wholesalers"
423310,"Cabinets, kitchen, built-in, merchant wholesalers"
423310,Countertops (except granite) merchant wholesalers
423310,Doors and door frames merchant wholesalers
423310,Drywall board merchant wholesalers
423310,"Fencing, wood, merchant wholesalers"
423310,Fiberboard merchant wholesalers
423310,"Flooring, wood, merchant wholesalers"
423310,"Kitchen cabinets, built-in, merchant wholesalers"
423310,"Laminates, wood, merchant wholesalers"
423310,"Lumber (e.g., dressed, finished, rough) merchant wholesalers"
423310,Millwork merchant wholesalers
423310,"Molding (e.g., sheet metal, wood) merchant wholesalers"
423310,Paneling merchant wholesalers
423310,Particleboard merchant wholesalers
423310,Plywood merchant wholesalers
423310,"Prefabricated buildings, wood, merchant wholesalers"
423310,"Railings, wood, merchant wholesalers"
423310,"Roofing materials, wood, merchant wholesalers"
423310,"Screens, window and door, merchant wholesalers"
423310,"Shingles, wood, merchant wholesalers"
423310,"Siding, wood, merchant wholesalers"
423310,"Stairs, wood, merchant wholesalers"
423310,"Structural assemblies, prefabricated wood, merchant wholesalers"
423310,"Veneer, wood, merchant wholesalers"
423310,Wallboard merchant wholesalers
423310,Windows and window frames merchant wholesalers
423310,Wood fencing merchant wholesalers
423310,Wood flooring merchant wholesalers
423310,Wood shingles merchant wholesalers
423310,Wood siding merchant wholesalers
423320,Asphalt and concrete mixtures merchant wholesalers
423320,Bricks (except refractory) merchant wholesalers
423320,"Building blocks (e.g., cinder, concrete) merchant wholesalers"
423320,Building stone merchant wholesalers
423320,Cement merchant wholesalers
423320,Ceramic construction materials (except refractory and ceramic roofing tile) merchant wholesalers
423320,Clay construction materials (except refractory and clay roofing tile) merchant wholesalers
423320,Coal tar paving materials merchant wholesalers
423320,Concrete building products merchant wholesalers
423320,Concrete mixtures merchant wholesalers
423320,"Conduit and pipe, concrete, merchant wholesalers"
423320,Crushed stone merchant wholesalers
423320,Drywall supplies merchant wholesalers
423320,Fireplace linings merchant wholesalers
423320,Flue pipe and linings merchant wholesalers
423320,"Gravel, construction, merchant wholesalers"
423320,Lime (except agricultural) merchant wholesalers
423320,Mason's materials merchant wholesalers
423320,Paving mixtures merchant wholesalers
423320,Plaster merchant wholesalers
423320,Sand (except industrial) merchant wholesalers
423320,"Septic tanks, concrete, merchant wholesalers"
423320,"Sewer pipe, clay (except refractory), merchant wholesalers"
